ITERATION,STRATEGY_1_COST,STRATEGY_1_EFF,STRATEGY_2_COST,STRATEGY_2_EFF,STRATEGY_4_COST,STRATEGY_4_EFF,u_disutility_delta,t_max_fail,p_allo_success_de,u_disutility_off,p_hyper_D,p_die_hyper_D,p_allo_ae,p_flare,p_flare_uncon,p_flare_uncon_off,p_stop_low,p_stop_med,p_stop_hi,p_sto_ae_allo,u_flare,u_flare_ae,u_hyper
3089,2927.269422,5.791040183,6126.299177,5.78965932,1842.819606,5.777805766,0.055218484,10.73638665,0.839878215,0.031920993,0.005557914,0.252424705,0.215670644,0.229127759,0.362923696,0.446666772,0.086269579,0.120496194,0.326442578,0.019915514,0.011553512,0.001504418,0.348153626
3090,6200.099535,7.77899017,9247.414371,7.788103277,4555.052379,7.732937559,0.047075268,5.42860551,0.766703498,0.03884639,0.003226399,0.278395738,0.244103027,0.225084368,0.354904181,0.428006681,0.118871284,0.29510144,0.169842415,0.020691757,0.000198454,0.003764493,0.353007063
3091,3903.576767,5.237678044,7332.839324,5.255754954,2539.319622,5.209214992,0.048082427,9.14202925,0.717695314,0.041550631,0.005294192,0.285042385,0.204943033,0.203026047,0.361384932,0.456561256,0.140253768,0.185013132,0.397755746,0.023941748,0.001870104,0.15556954,0.353219355
3092,13225.98334,14.16548412,17917.14429,14.19051036,11278.08568,14.09854137,0.054761761,8.35750548,0.728071692,0.048851426,0.004622114,0.228069744,0.229154602,0.221083404,0.343401424,0.4363591,0.058102055,0.258201417,0.339263657,0.042198644,0.00114558,2.76E-05,0.353203287
3093,11132.17035,7.329136939,14373.61715,7.340668594,9556.155002,7.306635687,0.032846531,10.75598453,0.729271352,0.038440992,0.004358295,0.229866317,0.241613619,0.235740109,0.381509164,0.446367135,0.10069942,0.109398908,0.264566121,0.023940209,0.002913208,0.001720929,0.35917537
3094,7126.144234,14.41619564,9726.68819,14.42524565,4130.508324,14.37059494,0.040162379,8.690246992,0.749070765,0.036952757,0.004770571,0.282404827,0.215758571,0.236362304,0.364831288,0.464503777,0.064004834,0.193344508,0.420387819,0.038007792,0.027498919,0.140128041,0.35208446
3095,2475.608729,8.075679902,5056.626368,8.079500852,810.0555086,8.058739331,0.05086787,9.696808119,0.762777895,0.060147464,0.004085438,0.278739316,0.248275175,0.23547566,0.376752034,0.44913431,0.121759773,0.274849227,0.406191862,0.020118284,0.00135099,2.47E-05,0.351053201
3096,15839.17313,14.68635352,19765.32935,14.68661982,14312.86313,14.66120576,0.047142495,6.808450874,0.805971465,0.037763949,0.003087913,0.275717802,0.181349473,0.232448464,0.327538236,0.457305882,0.098216271,0.23415616,0.274579006,0.007924241,0.009353228,0.005259784,0.353165658
3097,9224.666376,10.48160429,11495.88844,10.4838123,7204.671352,10.47027464,0.042455733,10.08321554,0.832246164,0.046217619,0.003663911,0.227231133,0.288234354,0.232696341,0.340631956,0.46139896,0.056347801,0.113450942,0.225823008,0.035572048,0.015602446,6.57E-11,0.352898151
3098,9907.043295,7.413645521,12027.36493,7.416709843,8392.356969,7.396380108,0.055461366,10.57074599,0.740041259,0.033794156,0.001871023,0.251411333,0.241520602,0.231044701,0.375648863,0.449077398,0.119558686,0.291134395,0.249077702,0.015565329,0.019591581,0.000366054,0.349318832
3099,23008.06158,16.54073117,27454.16192,16.54705849,21194.24836,16.51878631,0.052112265,10.25248421,0.833684882,0.044531967,0.002685339,0.237590605,0.240173027,0.217011118,0.379296044,0.437822376,0.087950317,0.235300668,0.206926628,0.019200951,0.001294182,0.011867133,0.352408334
3100,42820.74683,13.24956448,47939.82959,13.265883,42342.79601,13.2073391,0.045982887,6.219197041,0.828745264,0.037851022,0.004615954,0.283521933,0.197838226,0.23954518,0.366045479,0.502742907,0.13956281,0.274057386,0.293933615,0.025441719,0.004432033,0.00980681,0.363126787
3101,3887.997133,11.91305665,8791.413868,11.9175064,2393.286438,11.88799778,0.047496829,10.46261155,0.870380192,0.050134806,0.004401181,0.213376723,0.206637619,0.253787501,0.350990938,0.449614368,0.1258632,0.236149076,0.208849487,0.036264742,0.002996908,0.016861953,0.34549961
3102,13802.37713,14.19114416,18148.79495,14.20216451,11902.77129,14.13950318,0.037548504,7.070922682,0.787774242,0.041237039,0.00230937,0.289105575,0.203931415,0.233391928,0.380313101,0.491208763,0.06222867,0.295281185,0.438139248,0.039980748,0.009420066,0.013983762,0.341619699
3103,11270.1547,10.60684407,15264.07825,10.62235815,9377.725743,10.57745543,0.054607186,7.831446193,0.774111932,0.044492779,0.004006004,0.229051831,0.229121323,0.226715382,0.373659722,0.456175937,0.119615978,0.18063067,0.174484622,0.04695021,0.007502332,0.000126084,0.355571138
3104,16335.25926,16.83813452,20576.96831,16.84511773,14728.16648,16.80501589,0.053904739,7.433335842,0.855145818,0.046206254,0.003657214,0.302653242,0.248865851,0.241000247,0.378746081,0.4412918,0.074360711,0.12583747,0.231001264,0.033803469,0.039997811,0.130235971,0.345173923
3105,1861.452781,6.02410168,5213.06864,6.020630902,624.7271228,6.009236607,0.053068563,8.483354486,0.838948911,0.039910805,0.004071724,0.258266574,0.229315693,0.256179967,0.339729306,0.455260569,0.111028714,0.246238144,0.387826062,0.038466363,0.008204728,0.195158564,0.352540029
3106,2188.161778,6.960240566,5634.465619,6.965547025,825.0565463,6.931212504,0.044783206,7.348532937,0.822103524,0.035091682,0.003356941,0.269293932,0.197094777,0.238954698,0.367913408,0.474299526,0.115700238,0.234093284,0.424789656,0.032437495,0.011374647,6.49E-07,0.347817619
3107,10543.23221,11.48339953,13963.48208,11.4987689,8087.344529,11.43117179,0.059197926,5.28423069,0.773244729,0.032483989,0.003545506,0.244457896,0.219117808,0.235594031,0.365936807,0.451151111,0.089545042,0.193927508,0.291942488,0.025981221,0.015815336,1.62E-05,0.354943649
3108,8496.946686,10.56582399,13010.27617,10.57669385,7132.61059,10.54580055,0.043364303,10.78930712,0.815287019,0.040625424,0.002863413,0.223506999,0.264313381,0.23726339,0.347948285,0.468055048,0.147030462,0.279492828,0.171417257,0.027046739,0.005304697,0.004776144,0.347955313
3109,11659.15583,11.35708756,15609.77067,11.36905462,8950.158264,11.30031334,0.054917691,7.654617883,0.731327691,0.045557706,0.003121043,0.221250615,0.273796824,0.191831973,0.361208407,0.474341618,0.061006682,0.134329707,0.168918742,0.033314547,0.002090388,0.009885438,0.347419522
3110,5596.4539,13.70667802,9414.217877,13.71391301,3762.975463,13.68737415,0.040777624,7.088878931,0.810169466,0.041077175,0.002660856,0.263419345,0.212425257,0.231439765,0.363067036,0.439898595,0.110706401,0.184742703,0.342614486,0.028133924,0.013961228,0.004936171,0.346986789
3111,11532.68624,13.78195427,14919.6154,13.77925019,10180.43191,13.76021282,0.042849409,10.47354722,0.868586353,0.045511763,0.005469802,0.221641996,0.224089307,0.216787174,0.335200075,0.444885659,0.101941013,0.224129996,0.40216381,0.033452244,0.020481387,0.149136523,0.354308549
3112,7888.966794,8.269173395,10135.83285,8.280735639,5524.931738,8.250597686,0.05941924,5.910461347,0.792969475,0.032552209,0.005980159,0.280646533,0.237749692,0.262066648,0.375996706,0.435760799,0.122210152,0.159093704,0.366844758,0.037337879,0.008848471,6.96E-05,0.354490748
3113,51467.67707,10.96942885,53670.76388,10.97320973,49661.65515,10.96122698,0.041062966,6.875765777,0.864021893,0.02896986,0.005633786,0.415145097,0.22375997,0.232318566,0.375585315,0.463643473,0.140625523,0.156436516,0.380545063,0.025780568,0.006485277,0.013359728,0.34669381
3114,5557.661278,14.07441503,8372.155664,14.08272464,3698.791033,14.05356473,0.048904672,10.01296783,0.735329915,0.045270992,0.001695747,0.28427412,0.223560316,0.220187455,0.360059738,0.479580774,0.080571915,0.104568712,0.4171229,0.032806585,0.000622312,8.42E-06,0.337973703
3115,11220.49599,16.88764269,14746.85729,16.89935941,8865.124256,16.86653559,0.035220998,8.265687279,0.785828311,0.050683335,0.00429016,0.219195831,0.250392326,0.232348195,0.355231676,0.440820561,0.085989952,0.16213792,0.284821541,0.028187294,0.013698859,0.175156694,0.339109026
3116,13435.86256,7.797125902,16195.12993,7.807070853,10039.44495,7.767291227,0.044212726,6.559496674,0.765646274,0.041353604,0.002285244,0.331819073,0.216014154,0.246224478,0.347010672,0.456034356,0.075823471,0.178812971,0.296643258,0.03731142,0.00030102,0.050939988,0.348584218
3117,14294.79597,16.93761822,17365.30281,16.93514776,12781.57144,16.93009055,0.036258015,10.42056597,0.86921209,0.040525724,0.003005211,0.269170202,0.234218957,0.231377975,0.375406851,0.434374112,0.147857868,0.173447575,0.314816472,0.026558858,0.015053436,0.039364369,0.354199301
3118,22993.68223,17.21912353,25651.65386,17.24043975,20509.5529,17.18152452,0.041009246,8.071163413,0.657610709,0.040457356,0.00485102,0.258049733,0.282533587,0.260350143,0.376932356,0.463199664,0.086652517,0.21462189,0.382244291,0.014978458,0.014716938,0.018330251,0.354335905
3119,5451.339279,17.22865351,8817.464814,17.24538333,2454.039333,17.15894178,0.047120442,6.079843515,0.68007805,0.030345983,0.002524593,0.259081881,0.185807528,0.21090038,0.338804285,0.438093079,0.079676124,0.215209271,0.391708734,0.032817806,0.012775342,0.00022195,0.347430054
3120,11544.06543,9.489692158,15289.16033,9.497911182,10316.51666,9.45864373,0.058611714,7.498691761,0.760879179,0.02308513,0.003698065,0.203576795,0.271833391,0.226647327,0.389245702,0.426968212,0.099946074,0.219600223,0.156256635,0.026824515,0.013396738,0.000110425,0.338564358
3121,14323.78205,8.386317273,16715.07574,8.391971424,11993.60498,8.352583779,0.064933201,9.137146862,0.770846655,0.046706329,0.003823244,0.206574879,0.219269924,0.213604708,0.379014898,0.484686225,0.065677933,0.167720604,0.283338396,0.042021315,0.001897984,3.34E-08,0.342554937
3122,14175.24406,9.296887791,16491.7971,9.304038494,10855.93441,9.271438683,0.069496994,7.306566935,0.793096817,0.03016616,0.003511226,0.196988536,0.219273899,0.228970023,0.338343108,0.493642766,0.073817533,0.169776683,0.184450307,0.040074507,0.001949297,0.055672306,0.344881376
3123,4397.01373,15.50490501,7213.038617,15.51792321,2233.381851,15.44778172,0.067852133,7.647614965,0.74129482,0.045840583,0.004261738,0.283894876,0.242320245,0.225575739,0.41105452,0.4790271,0.062653436,0.233033817,0.218589286,0.07657256,0.008580332,0.004832379,0.351564937
3124,8599.17423,11.22999255,11772.63984,11.23222268,7044.947309,11.21523882,0.031244787,7.607052315,0.859111691,0.041124569,0.002572091,0.246037939,0.253954341,0.219944937,0.354751045,0.436311791,0.112472614,0.165776981,0.364198321,0.019730551,0.003335051,4.73E-05,0.354232494
3125,20552.55144,17.54067563,23814.66374,17.55180988,18929.55627,17.52341454,0.033893889,9.692577222,0.818220554,0.029175451,0.004085367,0.292602416,0.210532078,0.229387711,0.375211587,0.452540722,0.137070523,0.272821286,0.16788892,0.055221609,0.002297784,1.96E-11,0.347278144
3126,7021.624495,12.33962601,10724.12992,12.34776253,5216.24592,12.32194323,0.041768402,7.232468183,0.845404698,0.041157477,0.005561879,0.310348044,0.238342108,0.215568774,0.369087742,0.426570276,0.064491913,0.111387669,0.193470583,0.039958152,0.001150222,0.033620462,0.351154714
3127,13578.54359,11.05140809,16730.87181,11.07111212,11442.47118,11.02035908,0.054066905,9.113837494,0.699125602,0.044003935,0.003684835,0.321040632,0.252727927,0.230498082,0.341191517,0.477641511,0.107174644,0.213386996,0.396624256,0.033459465,0.021400809,0.257122636,0.348944918
3128,8428.065233,16.22786497,12324.50283,16.23995863,7480.0988,16.17592016,0.056470713,5.963498514,0.728662228,0.037215405,0.004620655,0.248982032,0.25683407,0.242189464,0.368116737,0.431757566,0.11931596,0.210961912,0.273978796,0.02263777,0.022785465,0.003038958,0.349614674
3129,15020.14493,14.60285675,18366.86765,14.60161131,13822.92466,14.58004711,0.053286384,7.743879146,0.836626477,0.05318587,0.003260554,0.286983818,0.225862198,0.205918684,0.366030055,0.427401131,0.114784879,0.230881288,0.159114052,0.033173884,0.015376864,0.082662023,0.343157968
3130,17213.94818,8.462375869,19926.84218,8.461406014,16115.53068,8.445133544,0.061909331,7.856750122,0.800836762,0.035755806,0.002398778,0.220858405,0.20657956,0.232486541,0.346828939,0.455380153,0.076868097,0.220886174,0.174719946,0.039959033,0.019893457,0.000568099,0.342285766
3131,9833.788542,9.216945828,13031.23702,9.217763473,8357.154649,9.198294917,0.054821509,6.005061919,0.798775409,0.026961483,0.002562939,0.283730741,0.212200254,0.251225793,0.364487148,0.479943385,0.098872096,0.174245562,0.370853547,0.042694391,0.002720445,0.000382114,0.355140079
3132,2434.053354,7.062388267,6271.551555,7.064858452,1028.007321,7.04661141,0.029668111,6.502555278,0.857678534,0.040347681,0.003202004,0.239301329,0.210671014,0.244738297,0.353313412,0.427822007,0.107526571,0.116114788,0.340340388,0.027147632,0.009034885,3.49E-05,0.354947519
3133,7739.070969,11.03922723,10320.95826,11.04258898,5596.105864,11.00356935,0.054223159,9.433023373,0.814573944,0.051468514,0.004560381,0.25745851,0.237349935,0.243315662,0.339662542,0.449176594,0.072727699,0.252908221,0.153279101,0.025629,0.002815045,0.033281139,0.3528966
3134,6018.657935,14.59220787,10465.52942,14.60096332,4742.540846,14.58681447,0.047166253,8.176053417,0.828519765,0.031157964,0.004683761,0.280642932,0.238182231,0.236369534,0.371905765,0.436761686,0.137504013,0.119781827,0.23284578,0.043341667,0.015562128,0.000562759,0.352359035
3135,14541.07648,14.38907748,18510.73142,14.40639945,12663.317,14.36059659,0.042427783,8.807042488,0.783001656,0.047418324,0.003869939,0.231721132,0.213074988,0.22171332,0.340805718,0.472224164,0.141437478,0.239538819,0.183990486,0.019482786,0.003250183,0.000484856,0.347483341
3136,5494.35134,10.50112989,8655.253648,10.51005911,3493.692544,10.49649352,0.062541286,7.684895058,0.778156093,0.044568197,0.003774019,0.248524821,0.244477599,0.223971303,0.385200679,0.455496256,0.133389037,0.116849416,0.200353837,0.028682435,0.004148396,0.002332156,0.355882215
3137,16398.66325,15.35584916,19542.3645,15.36008199,14125.86209,15.33478589,0.04028363,8.673699114,0.807091289,0.040528248,0.002353042,0.267076928,0.225960647,0.20549149,0.324676834,0.456943233,0.085832163,0.21104257,0.264479561,0.05881074,0.005235333,0.00029442,0.355403137
3138,4819.193838,8.260576326,7366.275823,8.261935276,2604.432123,8.236181632,0.053742836,10.75726966,0.814395636,0.043383006,0.003524181,0.229979128,0.245901373,0.223127678,0.36378811,0.455900875,0.093794094,0.166069123,0.361344778,0.021904931,0.001333225,1.40E-10,0.347893593
3139,7425.203082,15.04869798,10678.97999,15.06624747,5683.077305,15.03247453,0.045293469,8.59679466,0.716932511,0.038165248,0.002194791,0.233451911,0.254624601,0.255492856,0.348565012,0.450057514,0.122327593,0.147212258,0.208057663,0.014207219,0.015117095,0.000268365,0.344555752
3140,6004.161863,11.46571051,9629.234843,11.47159762,4285.286685,11.44579539,0.055897444,7.823175125,0.804754642,0.053097322,0.00324852,0.216233873,0.204500654,0.246723697,0.347746134,0.433071839,0.140650581,0.102454387,0.232833747,0.02743753,0.007352223,0.001186793,0.350331227
3141,3966.824654,7.702460908,6656.074577,7.712083982,2146.329393,7.662896317,0.043865583,8.253922798,0.77423388,0.048113561,0.005984942,0.245772575,0.247929212,0.23595397,0.338345323,0.457218649,0.08142399,0.13793279,0.432768856,0.022499388,0.003570187,0.022524508,0.349438779
3142,13750.90764,11.8689909,17315.37322,11.8857705,11842.12102,11.82991671,0.063472254,9.061393084,0.730548886,0.033402526,0.00251699,0.324541213,0.176832313,0.207007792,0.337380375,0.47779377,0.118438801,0.196043836,0.247418602,0.014519307,0.006383832,0.017738553,0.352738238
3143,6681.326058,15.73344382,10540.60888,15.7451651,4452.10341,15.67642326,0.049519444,8.408628276,0.781357539,0.039163002,0.002872935,0.286627551,0.237677646,0.236815385,0.358389733,0.44335553,0.063052455,0.289392558,0.376282326,0.021554321,0.002837289,0.04195245,0.350722914
3144,5569.31092,14.69189418,8667.827316,14.72263741,3071.93081,14.6571457,0.051825344,8.450216106,0.637571836,0.039393785,0.005509532,0.306784177,0.207986943,0.224655905,0.370967283,0.437623143,0.117961432,0.15929756,0.198836108,0.015628942,0.004815979,0.004616195,0.353692877
3145,16000.65226,10.06069238,19084.70576,10.0704658,13451.05113,10.03041527,0.04848815,6.869635817,0.796345959,0.032391943,0.003131496,0.26531868,0.219800411,0.219732688,0.352926,0.451015816,0.101900315,0.224218841,0.255573173,0.029094199,0.015916836,0.005220746,0.346256528
3146,6307.422562,8.769730815,9320.070857,8.782989758,4907.858055,8.74671264,0.039185285,9.577418927,0.703600308,0.029120451,0.005081492,0.349461897,0.227966244,0.255288851,0.356179605,0.460259144,0.130811703,0.240136031,0.432149499,0.032966089,0.003413079,0.000279491,0.352822134
3147,4642.200603,14.20029684,8395.380501,14.20553954,3169.482812,14.16557855,0.050523423,6.404849003,0.85453846,0.03675556,0.005868684,0.301917528,0.200629032,0.205785947,0.377255458,0.453348216,0.066858784,0.256636483,0.2406048,0.015455209,0.038982441,0.023510995,0.35052952
3148,3907.527996,13.45837629,7736.942411,13.46507559,2013.962266,13.41799578,0.049807896,6.824857283,0.780233746,0.020492074,0.003418389,0.248965079,0.224808545,0.231576866,0.347304078,0.429387256,0.094738566,0.2356674,0.443657097,0.039748904,0.008361352,0.000600118,0.349417432
3149,4529.588038,12.35323623,7730.553391,12.37376376,2104.762152,12.29073566,0.067093337,8.340409166,0.694495574,0.027794391,0.003958745,0.23368688,0.217458573,0.224356668,0.365227159,0.424799271,0.057027662,0.287381207,0.245728666,0.022809899,0.004209156,0.003327146,0.347243989
3150,8637.150156,11.59408286,12691.19489,11.60118815,7518.463263,11.57214222,0.045438926,6.783963735,0.771688322,0.034406964,0.003961726,0.347592168,0.230243654,0.228898022,0.375907619,0.45733461,0.143486841,0.238256119,0.403083493,0.020056847,0.032281089,0.014944003,0.344292591
3151,4222.175351,5.697753858,6883.556274,5.711561852,2543.759842,5.664410565,0.056252957,10.08268297,0.735262862,0.0422747,0.007550005,0.263306262,0.267471327,0.212765536,0.388953736,0.455464741,0.136269443,0.290212245,0.361495261,0.031777135,0.003045301,0.017127685,0.34103892
3152,17455.93166,13.98980435,21063.38115,14.00014252,15384.79141,13.96490918,0.05234739,9.410273034,0.791676365,0.048511247,0.00327355,0.317253644,0.262357884,0.223669155,0.357737851,0.438778389,0.077548417,0.153725358,0.301229137,0.022833774,0.003733453,4.21E-05,0.356202959
3153,8026.890747,7.963660976,10371.46056,7.966195044,6350.253477,7.948523861,0.041856002,8.920530075,0.81525687,0.052372973,0.003683016,0.288708416,0.219093379,0.231303628,0.352238902,0.433605517,0.102195004,0.153718376,0.442117143,0.030433101,0.015877905,4.43E-05,0.348820663
3154,4241.694442,8.300527735,6787.243212,8.308012205,2536.321977,8.284125059,0.056768572,9.318794851,0.773811505,0.030024773,0.003013326,0.225663238,0.212268414,0.218292088,0.351033146,0.457630019,0.124930921,0.160647488,0.165662082,0.028741126,0.004694665,0.059665483,0.353450761
3155,12550.50313,8.588814653,14894.17067,8.603190311,10856.01823,8.567409762,0.045741559,9.042077904,0.710249602,0.040107164,0.003590177,0.290010912,0.215524509,0.227511706,0.354094089,0.453829045,0.149420858,0.266106702,0.300494993,0.047476923,0.004582973,0.039793992,0.34892415
3156,7743.453348,16.02866013,10880.22782,16.04382461,5636.493131,15.99397978,0.046470857,6.031328926,0.713583534,0.033991476,0.003616185,0.24286943,0.203323322,0.231357405,0.359344303,0.481585932,0.094475686,0.167079467,0.351290859,0.027841144,0.017896769,0.049519599,0.350245782
3157,2977.096636,5.283275841,5116.386292,5.28378946,1128.492751,5.268585714,0.05272932,10.78119769,0.820914795,0.033427157,0.002634282,0.19633211,0.227281308,0.213445981,0.364338184,0.466394021,0.097743681,0.149053952,0.218247026,0.0327342,0.003347351,0.004196713,0.351526104
3158,7053.846797,9.303655963,10846.45962,9.320364328,4665.049154,9.261694348,0.061257541,10.15993219,0.760098691,0.036220467,0.005329066,0.281404914,0.2323188,0.219578173,0.35562055,0.485616938,0.1211874,0.167593882,0.442888604,0.010487025,0.014908658,0.054612153,0.351275019
3159,5290.792657,11.42747602,9247.916091,11.43836983,3967.561878,11.4060362,0.047663069,6.20571379,0.804012461,0.044333297,0.003228277,0.264862577,0.277850999,0.226397224,0.387971386,0.414425508,0.138337331,0.249606881,0.224221132,0.024171472,0.020602421,0.00033978,0.347221652
3160,3818.408453,5.470496827,6924.188697,5.484044203,2460.854652,5.428320244,0.046516523,6.462127977,0.754541196,0.049351433,0.00461148,0.257224932,0.264422818,0.207926183,0.359446159,0.44171746,0.126156335,0.285028406,0.365285837,0.040527279,0.004232885,0.019903788,0.356256559
3161,3787.818879,6.005547881,5499.742025,6.006733001,1802.428374,5.97861345,0.059712702,7.709957963,0.781613196,0.034706438,0.003323865,0.32507328,0.236027374,0.229272956,0.360874798,0.441321841,0.073435225,0.283139329,0.191729675,0.014368591,0.00850022,0.016334046,0.348805341
3162,7382.042332,14.72942053,10604.88314,14.74150563,5797.552071,14.70575799,0.047779208,8.914248983,0.742089524,0.032072023,0.003120219,0.229149076,0.222214643,0.233729171,0.385777939,0.42169146,0.129843103,0.18403427,0.307357268,0.015568912,0.008463712,0.000195741,0.352404231
3163,6681.640431,10.70982684,9956.8916,10.71620037,4906.687804,10.68569345,0.053844527,6.714466919,0.790684276,0.037289303,0.002624641,0.326957741,0.230620414,0.224297256,0.379765685,0.450392132,0.128942132,0.165622384,0.440538365,0.025704942,0.000286196,0.000191295,0.351608794
3164,11996.32065,15.00852403,14671.43105,15.02814497,9658.218351,14.97615831,0.043155331,6.244698242,0.737343102,0.043639754,0.005881338,0.273513645,0.234735391,0.243977649,0.358964892,0.467548698,0.093699927,0.268740816,0.285818782,0.022827046,0.005695104,0.00631611,0.355429723
3165,9318.358618,12.63477208,14507.42175,12.6554417,7632.390696,12.5973791,0.05476784,9.478837618,0.777455121,0.024811365,0.006784454,0.20420005,0.228603597,0.214191418,0.345225842,0.477441232,0.070257677,0.175191093,0.202266777,0.035551222,0.009380001,0.000118141,0.35426256
3166,11733.87711,16.02449468,14430.099,16.03187726,9277.781197,15.98667618,0.05677454,6.998943029,0.780894626,0.03326924,0.00158148,0.286351796,0.219882681,0.206155467,0.362442859,0.445867441,0.072774022,0.12176238,0.26084368,0.044691527,0.016895342,0.015540258,0.354241183
3167,3914.997315,12.83869932,7544.061266,12.84140951,2437.02726,12.80191515,0.069220021,5.754309881,0.820685678,0.047749912,0.002784865,0.289081743,0.233330537,0.208491359,0.348554246,0.440759415,0.141951133,0.168629795,0.315491195,0.062436111,0.037195018,8.37E-05,0.353723873
3168,5114.481069,13.76855255,9045.465485,13.77974479,3343.664424,13.7383409,0.053906613,9.926361003,0.823107935,0.058969054,0.007014124,0.267539117,0.203011908,0.245665009,0.320965346,0.465169773,0.062881214,0.228895266,0.231286474,0.027209485,0.002263981,0.154401777,0.360066705
3169,22849.66376,15.91249514,27793.80902,15.92323539,21097.61615,15.87217086,0.048248924,9.496002363,0.814819996,0.049613828,0.002824559,0.267531829,0.261616398,0.218211646,0.356011679,0.464454149,0.06209557,0.267188775,0.22558099,0.023001342,0.019279358,0.00016193,0.357182874
3170,7970.447572,14.10956682,12414.78851,14.1168895,6128.767984,14.0743159,0.050071299,8.17521812,0.845145176,0.058339298,0.005586645,0.168625287,0.230103396,0.227552769,0.351697059,0.483268273,0.078714264,0.218509535,0.295580561,0.025405003,0.002717868,0.006667619,0.348760494
3171,4738.76305,5.360121307,6592.511636,5.365771816,2507.751482,5.335162187,0.041123474,10.89321412,0.745742019,0.02899845,0.003842186,0.261034537,0.275915437,0.213642961,0.343781865,0.486916918,0.08186576,0.239633962,0.163957407,0.034246755,0.012070437,5.05E-05,0.341873782
3172,10429.24056,8.570390793,14008.54474,8.578260321,8946.398027,8.552009495,0.053749416,7.51674001,0.821853024,0.036030494,0.00372767,0.257233932,0.228521648,0.250964745,0.384094403,0.447921576,0.102012018,0.128422121,0.40702325,0.050613337,0.017451149,0.032460671,0.353688272
3173,23856.06118,14.82986777,27458.26797,14.83062314,22068.83655,14.80611484,0.047924714,6.918416327,0.794087493,0.039428037,0.004579473,0.23871481,0.203365643,0.212143696,0.337520158,0.430408048,0.122053945,0.171604629,0.429259939,0.016290898,0.019297678,0.158393946,0.347937174
3174,8023.718474,10.43388887,11162.99793,10.44909596,6167.525716,10.39116945,0.0636253,6.095020938,0.759603577,0.045408819,0.005040808,0.289541982,0.219937984,0.231340638,0.374561017,0.490417887,0.082212492,0.298603457,0.35145078,0.042407649,0.008892498,0.005573586,0.353508531
3175,4848.668502,7.696281988,8583.069728,7.706119906,3595.599048,7.658785968,0.049472554,9.838863145,0.773154885,0.043365646,0.002577279,0.30504873,0.201659714,0.242397788,0.362727451,0.430394062,0.115567074,0.224307604,0.429845546,0.022161637,0.024614271,0.023149005,0.355062287
3176,3453.703021,14.60383487,6561.916484,14.61285259,2018.419359,14.57181053,0.051698106,6.816913899,0.800171236,0.034681263,0.004365398,0.246132211,0.241080468,0.249750312,0.337274157,0.451118463,0.125020137,0.225466686,0.363889151,0.040274416,0.011194013,0.059146654,0.345521838
3177,28976.15109,12.96216243,32113.94116,12.97143987,27983.69627,12.91970542,0.05761643,5.548450571,0.797253136,0.040440786,0.006666652,0.317847313,0.249070083,0.219638864,0.354263699,0.457852868,0.123668017,0.180561697,0.311516781,0.057334563,0.00209747,0.006570782,0.351502335
3178,29836.12943,14.10035624,35009.95285,14.11078257,27925.17063,14.07208366,0.045034908,10.19642141,0.827646201,0.039420412,0.00211109,0.26716398,0.201577086,0.207204422,0.339119623,0.451093349,0.059448816,0.208271734,0.287075846,0.026778453,0.019038218,5.16E-07,0.35625107
3179,13721.68121,11.18832192,16147.70184,11.19184028,11312.14246,11.1667148,0.056873835,9.108264159,0.759091547,0.036850901,0.002066501,0.26814696,0.22778343,0.219369784,0.348968216,0.44921414,0.115961058,0.138933806,0.162215655,0.022445987,0.012472362,0.001437081,0.354860956
3180,4032.803182,7.248055069,6274.997853,7.254601044,2194.178719,7.223920308,0.05101113,6.537580448,0.770480782,0.060602907,0.004310936,0.276654742,0.207870869,0.211652661,0.392312388,0.467244551,0.090313399,0.107743737,0.207965504,0.034508945,0.001806804,4.80E-12,0.349974058
3181,13324.39754,12.05253795,16267.39173,12.0612089,10516.25055,12.01816453,0.051934037,9.400633806,0.74924612,0.033476408,0.001981229,0.301449416,0.244725893,0.247979907,0.368051524,0.445676246,0.050776526,0.225092122,0.161533391,0.013838881,0.003644156,0.040971225,0.35413633
3182,6399.328226,10.54666368,9410.760324,10.55619131,3803.977213,10.51710357,0.051397834,9.724447963,0.765846905,0.032876742,0.002737241,0.20989004,0.244861075,0.228523781,0.348457064,0.457365106,0.080982926,0.22969903,0.187757583,0.041258371,0.041554072,0.004926535,0.351602267
3183,6216.91362,12.14627293,9502.202068,12.15215243,5000.965703,12.13321486,0.042020545,8.803535616,0.834241796,0.034624231,0.005104778,0.315374032,0.221577247,0.203880956,0.350079466,0.485075529,0.140391313,0.156322948,0.410112792,0.0341323,0.002079239,1.53E-05,0.345942505
3184,14096.50109,14.30284713,17608.86855,14.31033628,12039.35178,14.28281338,0.044741887,9.101932706,0.774503847,0.026957016,0.002422649,0.237158267,0.195285117,0.236685074,0.36126612,0.459409024,0.104285326,0.228492379,0.189725824,0.023156903,0.025640509,1.01E-05,0.344136646
3185,33001.50897,11.06081711,35550.69315,11.07727864,30330.19377,11.02615032,0.059708463,8.305612041,0.733107652,0.04035258,0.005562752,0.231456818,0.214130257,0.211156788,0.358265569,0.451674402,0.136466731,0.169164466,0.288233057,0.028652124,0.000421639,0.014260218,0.350539737
